epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,1183.26,0.821,0.62712,0.99641,0.59513,0.41464,0.40137,0.24357,1.58304,1.41914,1.44065,0.000381899,0.000381899,0.000381899
176,1188.67,0.83784,0.63189,1.00578,0.74163,0.33737,0.3909,0.23192,1.66127,1.54095,1.43572,0.000376885,0.000376885,0.000376885
177,1194.03,0.8044,0.6181,0.99234,0.66223,0.40327,0.42522,0.25695,1.64055,1.68553,1.46881,0.000371885,0.000371885,0.000371885
178,1199.53,0.81299,0.62137,0.98862,0.71317,0.38404,0.42418,0.25615,1.62948,1.47203,1.44897,0.000366899,0.000366899,0.000366899
179,1204.85,0.79611,0.59926,0.98447,0.6996,0.40285,0.40686,0.23871,1.65828,1.43435,1.40448,0.000361929,0.000361929,0.000361929
180,1210.28,0.79242,0.59916,0.98764,0.60111,0.39104,0.45593,0.26462,1.64987,1.48764,1.44015,0.000356975,0.000356975,0.000356975
181,1215.65,0.80949,0.61641,0.99714,0.60119,0.38698,0.43027,0.25258,1.72485,1.45813,1.49093,0.000352037,0.000352037,0.000352037
182,1221.04,0.78724,0.61095,0.98824,0.66683,0.36713,0.43866,0.26397,1.68825,1.39533,1.4801,0.000347115,0.000347115,0.000347115
183,1226.4,0.77761,0.59382,0.98503,0.64324,0.37364,0.47692,0.28801,1.76161,1.52877,1.51048,0.000342211,0.000342211,0.000342211
184,1231.94,0.77895,0.60018,0.97951,0.51342,0.43105,0.44249,0.28347,1.68528,1.53779,1.43342,0.000337325,0.000337325,0.000337325
185,1237.21,0.77507,0.57708,0.97209,0.62462,0.4424,0.44109,0.28469,1.62886,1.54798,1.40393,0.000332457,0.000332457,0.000332457
186,1242.49,0.78787,0.60794,0.98606,0.61705,0.38258,0.43341,0.27542,1.62012,1.63626,1.40977,0.000327608,0.000327608,0.000327608
187,1247.8,0.78721,0.61077,0.98999,0.68775,0.35821,0.44262,0.25941,1.66921,1.59125,1.42796,0.000322778,0.000322778,0.000322778
188,1253.14,0.77896,0.57491,0.9795,0.72404,0.39094,0.43602,0.24991,1.68226,1.65456,1.41567,0.000317969,0.000317969,0.000317969
189,1258.45,0.7846,0.59116,0.99054,0.58766,0.38063,0.41785,0.26904,1.67737,1.70839,1.442,0.00031318,0.00031318,0.00031318
190,1263.92,0.77371,0.57929,0.97988,0.75365,0.34386,0.41535,0.26424,1.5993,1.63658,1.41635,0.000308412,0.000308412,0.000308412
191,1269.28,0.78233,0.58669,0.97894,0.63516,0.36196,0.41249,0.25921,1.66934,1.56914,1.44245,0.000303665,0.000303665,0.000303665
192,1274.71,0.77244,0.57941,0.97665,0.69369,0.35897,0.41718,0.25275,1.7029,1.53909,1.47149,0.000298941,0.000298941,0.000298941
193,1280.11,0.7697,0.56675,0.98412,0.69515,0.37748,0.45587,0.2709,1.71879,1.64137,1.49327,0.000294239,0.000294239,0.000294239
194,1285.59,0.77349,0.57844,0.98174,0.49047,0.48684,0.48673,0.29381,1.74579,1.65961,1.46362,0.000289561,0.000289561,0.000289561
195,1291.06,0.76479,0.57025,0.97333,0.62343,0.39654,0.44334,0.2664,1.74976,1.57827,1.4994,0.000284906,0.000284906,0.000284906
196,1296.71,0.74255,0.56258,0.96337,0.81444,0.38279,0.4276,0.27252,1.82712,1.5621,1.54295,0.000280275,0.000280275,0.000280275
197,1302.15,0.75583,0.57323,0.97471,0.68861,0.38181,0.36452,0.22566,1.75226,1.53208,1.54239,0.000275668,0.000275668,0.000275668
198,1307.52,0.74824,0.55723,0.96401,0.53691,0.4267,0.40122,0.25144,1.74959,1.53157,1.54609,0.000271087,0.000271087,0.000271087
199,1312.87,0.74228,0.55824,0.96656,0.66699,0.31743,0.37533,0.23809,1.73348,1.50993,1.55724,0.000266532,0.000266532,0.000266532
200,1318.22,0.73834,0.5498,0.96758,0.78007,0.30771,0.38234,0.23914,1.74032,1.43218,1.54306,0.000262003,0.000262003,0.000262003
201,1323.55,0.72884,0.53514,0.96276,0.55999,0.40755,0.38327,0.24783,1.71984,1.49103,1.52398,0.0002575,0.0002575,0.0002575
202,1329.08,0.73279,0.54847,0.96966,0.7171,0.38844,0.42566,0.25265,1.73246,1.6682,1.52235,0.000253024,0.000253024,0.000253024
203,1334.47,0.75307,0.57149,0.97693,0.63955,0.39724,0.42229,0.26374,1.74021,1.6895,1.55383,0.000248577,0.000248577,0.000248577
204,1339.88,0.73391,0.54379,0.96147,0.69274,0.37543,0.42567,0.26922,1.71982,1.55222,1.52331,0.000244157,0.000244157,0.000244157
205,1345.21,0.73778,0.55452,0.96533,0.65532,0.39299,0.42782,0.27211,1.68206,1.55463,1.47203,0.000239766,0.000239766,0.000239766
206,1350.57,0.7266,0.55047,0.96349,0.52374,0.40338,0.41919,0.24657,1.74834,1.68662,1.52949,0.000235404,0.000235404,0.000235404
207,1355.89,0.7211,0.54005,0.9543,0.56352,0.40504,0.42151,0.25323,1.75965,1.79618,1.51579,0.000231071,0.000231071,0.000231071
208,1361.43,0.73623,0.54667,0.96945,0.66897,0.37413,0.43779,0.27357,1.74836,1.76526,1.47399,0.000226769,0.000226769,0.000226769
209,1366.8,0.70433,0.52638,0.96565,0.43681,0.41853,0.43032,0.26099,1.69622,1.71111,1.45136,0.000222497,0.000222497,0.000222497
210,1372.07,0.71689,0.54398,0.9599,0.74565,0.39706,0.45021,0.30025,1.70505,1.86909,1.51228,0.000218256,0.000218256,0.000218256
211,1377.45,0.71554,0.54233,0.95013,0.74365,0.35128,0.43956,0.29262,1.70457,2.00636,1.56066,0.000214046,0.000214046,0.000214046
212,1382.84,0.73973,0.54706,0.9659,0.69251,0.38605,0.43629,0.28775,1.76075,1.73631,1.62821,0.000209869,0.000209869,0.000209869
213,1388.24,0.72677,0.53082,0.95935,0.49163,0.42278,0.36849,0.22156,1.7932,1.52425,1.60487,0.000205723,0.000205723,0.000205723
214,1393.7,0.69998,0.52909,0.94885,0.60316,0.39151,0.37988,0.23497,1.84197,1.58777,1.61009,0.000201611,0.000201611,0.000201611
215,1399.06,0.71119,0.52706,0.95613,0.79319,0.30024,0.40066,0.24177,1.79245,1.71134,1.59208,0.000197532,0.000197532,0.000197532
216,1404.43,0.72294,0.5386,0.96496,0.54995,0.4203,0.40483,0.25769,1.75247,1.69507,1.5643,0.000193486,0.000193486,0.000193486
217,1409.68,0.70806,0.52159,0.94993,0.74138,0.37896,0.43311,0.27242,1.74755,1.59854,1.53069,0.000189475,0.000189475,0.000189475
218,1414.94,0.70803,0.52357,0.94468,0.68151,0.39095,0.44709,0.28752,1.68317,1.49739,1.45128,0.000185498,0.000185498,0.000185498
219,1420.2,0.70083,0.53614,0.95391,0.74695,0.38572,0.43927,0.28103,1.66112,1.55569,1.4486,0.000181557,0.000181557,0.000181557
220,1425.64,0.69275,0.52392,0.95808,0.76975,0.37981,0.43247,0.28061,1.65618,1.70527,1.45328,0.000177651,0.000177651,0.000177651
221,1430.96,0.68782,0.50915,0.94893,0.73759,0.39943,0.42993,0.27516,1.72062,1.69204,1.50199,0.00017378,0.00017378,0.00017378
222,1436.26,0.67941,0.51775,0.94181,0.75673,0.37364,0.42258,0.26885,1.71349,1.61195,1.47084,0.000169946,0.000169946,0.000169946
223,1441.56,0.68158,0.49825,0.94743,0.77085,0.35767,0.42986,0.27769,1.70626,1.85703,1.47941,0.000166149,0.000166149,0.000166149
224,1446.92,0.68098,0.51557,0.94938,0.74301,0.38846,0.44012,0.27608,1.68849,1.90675,1.48064,0.000162389,0.000162389,0.000162389
225,1452.35,0.68058,0.5012,0.94785,0.74531,0.38551,0.43459,0.27778,1.70078,1.85167,1.48531,0.000158667,0.000158667,0.000158667
226,1457.92,0.68598,0.50877,0.93921,0.78593,0.36981,0.44065,0.28421,1.70505,1.8132,1.5078,0.000154982,0.000154982,0.000154982
227,1463.3,0.68458,0.49656,0.94689,0.78927,0.36188,0.43049,0.2785,1.70636,1.73107,1.50031,0.000151336,0.000151336,0.000151336
228,1468.7,0.67084,0.49551,0.94161,0.72729,0.35031,0.42113,0.26872,1.70623,1.86489,1.52292,0.000147729,0.000147729,0.000147729
229,1474.14,0.68219,0.50156,0.94877,0.72711,0.35538,0.43213,0.27211,1.75742,1.76614,1.53723,0.000144161,0.000144161,0.000144161
230,1479.55,0.67478,0.49968,0.94442,0.69098,0.38123,0.43379,0.27769,1.77522,1.87212,1.54182,0.000140632,0.000140632,0.000140632
231,1484.97,0.67184,0.4917,0.94009,0.65665,0.39583,0.43508,0.25536,1.73525,2.04097,1.53863,0.000137143,0.000137143,0.000137143
232,1490.47,0.67721,0.49478,0.94943,0.61845,0.39373,0.46207,0.27652,1.72915,1.88411,1.51015,0.000133695,0.000133695,0.000133695
233,1495.88,0.68628,0.50787,0.94916,0.65483,0.38956,0.43298,0.26868,1.70355,1.97916,1.51137,0.000130287,0.000130287,0.000130287
234,1501.24,0.65065,0.48954,0.93055,0.77987,0.35947,0.43185,0.27522,1.73217,1.85109,1.51399,0.000126921,0.000126921,0.000126921
235,1506.59,0.65796,0.48345,0.93458,0.73088,0.36816,0.43244,0.2715,1.75422,1.92527,1.54598,0.000123596,0.000123596,0.000123596
236,1511.9,0.66182,0.47479,0.94249,0.6842,0.38189,0.44184,0.2773,1.80706,1.81398,1.56829,0.000120313,0.000120313,0.000120313
237,1517.3,0.67431,0.50073,0.94639,0.69809,0.3782,0.44159,0.27505,1.77502,1.81324,1.5443,0.000117072,0.000117072,0.000117072
238,1522.86,0.66214,0.47872,0.93674,0.77414,0.38436,0.43782,0.2771,1.77982,1.8015,1.548,0.000113873,0.000113873,0.000113873
239,1528.23,0.67607,0.4911,0.9398,0.77791,0.37916,0.43548,0.2759,1.75839,1.76429,1.51,0.000110718,0.000110718,0.000110718
240,1533.6,0.6549,0.47979,0.9386,0.74665,0.38499,0.43041,0.27811,1.79858,1.70924,1.51604,0.000107605,0.000107605,0.000107605
241,1538.97,0.66709,0.48926,0.93801,0.75379,0.38811,0.43262,0.2733,1.80974,1.70135,1.53217,0.000104537,0.000104537,0.000104537
242,1544.31,0.66245,0.47333,0.93587,0.6327,0.40285,0.45549,0.27632,1.81907,1.78325,1.55124,0.000101512,0.000101512,0.000101512
243,1549.76,0.62828,0.47526,0.93003,0.63673,0.41088,0.42563,0.26891,1.82465,1.77348,1.54976,9.85311e-05,9.85311e-05,9.85311e-05
244,1555.29,0.66185,0.48925,0.93846,0.64599,0.4041,0.45231,0.27182,1.83,1.74459,1.53136,9.55951e-05,9.55951e-05,9.55951e-05
245,1560.61,0.64747,0.47588,0.92965,0.65354,0.3996,0.45433,0.28153,1.81031,1.78843,1.51383,9.2704e-05,9.2704e-05,9.2704e-05
246,1565.92,0.64026,0.47288,0.92873,0.67209,0.38801,0.45791,0.27649,1.78797,1.83907,1.50405,8.98581e-05,8.98581e-05,8.98581e-05
247,1571.25,0.64145,0.47089,0.92886,0.67614,0.3893,0.46154,0.27915,1.7778,1.83131,1.48466,8.70577e-05,8.70577e-05,8.70577e-05
248,1576.58,0.64885,0.47263,0.93071,0.63022,0.3894,0.4621,0.28195,1.73496,1.77423,1.45928,8.43031e-05,8.43031e-05,8.43031e-05
249,1581.93,0.64783,0.4742,0.92929,0.67892,0.39069,0.43954,0.2807,1.73336,1.71955,1.45295,8.15947e-05,8.15947e-05,8.15947e-05
250,1587.21,0.64955,0.47675,0.9297,0.61353,0.38401,0.46451,0.27835,1.71045,1.60358,1.43381,7.89327e-05,7.89327e-05,7.89327e-05
251,1592.59,0.63673,0.46658,0.93076,0.69548,0.40305,0.44345,0.28111,1.69949,1.60788,1.44253,7.63174e-05,7.63174e-05,7.63174e-05
252,1597.95,0.63865,0.47285,0.92826,0.74994,0.38022,0.44316,0.27578,1.73571,1.68515,1.45643,7.37492e-05,7.37492e-05,7.37492e-05
253,1603.26,0.62996,0.47011,0.92701,0.7557,0.38046,0.44263,0.27601,1.75283,1.64943,1.46197,7.12282e-05,7.12282e-05,7.12282e-05
254,1608.61,0.62693,0.46677,0.92768,0.78794,0.36504,0.44131,0.27298,1.74434,1.6432,1.45825,6.87548e-05,6.87548e-05,6.87548e-05
255,1613.91,0.63479,0.47396,0.92874,0.80438,0.36628,0.44418,0.27445,1.75632,1.65342,1.46147,6.63292e-05,6.63292e-05,6.63292e-05
256,1619.12,0.6228,0.45529,0.92399,0.7137,0.37423,0.44063,0.27877,1.75343,1.63789,1.45999,6.39518e-05,6.39518e-05,6.39518e-05
257,1624.62,0.62947,0.46861,0.93028,0.6964,0.39042,0.44508,0.28768,1.7299,1.63575,1.44969,6.16227e-05,6.16227e-05,6.16227e-05
258,1630.02,0.62612,0.45065,0.92855,0.70344,0.3855,0.44405,0.28012,1.73485,1.66538,1.44211,5.93422e-05,5.93422e-05,5.93422e-05
259,1635.37,0.6219,0.45389,0.92087,0.72754,0.37419,0.44698,0.28109,1.74826,1.7395,1.45172,5.71106e-05,5.71106e-05,5.71106e-05
260,1640.77,0.62559,0.45975,0.92342,0.73201,0.37556,0.44597,0.28238,1.74548,1.76757,1.45354,5.49281e-05,5.49281e-05,5.49281e-05
261,1646.15,0.63083,0.47221,0.9318,0.72193,0.37686,0.44201,0.28278,1.75383,1.80474,1.45901,5.2795e-05,5.2795e-05,5.2795e-05
262,1651.51,0.63906,0.4833,0.92826,0.6466,0.37648,0.44116,0.27888,1.75799,1.75491,1.4561,5.07115e-05,5.07115e-05,5.07115e-05
263,1657.03,0.644,0.47526,0.92719,0.64912,0.3878,0.44364,0.27853,1.73605,1.73932,1.44924,4.86777e-05,4.86777e-05,4.86777e-05
264,1662.36,0.6223,0.45174,0.9248,0.6192,0.40116,0.4399,0.28115,1.7423,1.74455,1.46854,4.66941e-05,4.66941e-05,4.66941e-05
265,1667.72,0.62436,0.46092,0.92216,0.59466,0.41314,0.43995,0.28039,1.76053,1.75076,1.48771,4.47606e-05,4.47606e-05,4.47606e-05
266,1673.11,0.62647,0.4658,0.9225,0.60047,0.41058,0.44219,0.28516,1.77276,1.7857,1.50687,4.28777e-05,4.28777e-05,4.28777e-05
267,1678.43,0.61763,0.4508,0.92536,0.61088,0.404,0.44453,0.2832,1.77202,1.79219,1.5146,4.10454e-05,4.10454e-05,4.10454e-05
268,1683.83,0.62067,0.44537,0.91805,0.61461,0.39878,0.44351,0.28218,1.77294,1.74071,1.50405,3.9264e-05,3.9264e-05,3.9264e-05
269,1689.41,0.63791,0.46,0.92931,0.61527,0.39956,0.44459,0.28159,1.78239,1.72366,1.50564,3.75337e-05,3.75337e-05,3.75337e-05
270,1694.7,0.62491,0.45796,0.92447,0.67927,0.39902,0.44516,0.2816,1.7881,1.72041,1.5119,3.58546e-05,3.58546e-05,3.58546e-05
271,1700.13,0.62994,0.46002,0.92762,0.67091,0.40183,0.44604,0.28632,1.77652,1.74661,1.51032,3.4227e-05,3.4227e-05,3.4227e-05
272,1705.47,0.6196,0.45211,0.92587,0.661,0.40972,0.44761,0.29075,1.79141,1.74899,1.51858,3.2651e-05,3.2651e-05,3.2651e-05
273,1710.86,0.6177,0.44297,0.92076,0.66177,0.4097,0.44911,0.29128,1.78591,1.73596,1.50889,3.11268e-05,3.11268e-05,3.11268e-05
274,1716.23,0.61633,0.44666,0.91997,0.67089,0.40748,0.44654,0.28858,1.78109,1.71028,1.49304,2.96546e-05,2.96546e-05,2.96546e-05
275,1721.72,0.61517,0.45798,0.9243,0.66896,0.40678,0.44603,0.28969,1.77678,1.7118,1.48609,2.82345e-05,2.82345e-05,2.82345e-05
276,1727.18,0.61013,0.451,0.91879,0.66737,0.40467,0.44343,0.28512,1.76885,1.74633,1.48769,2.68667e-05,2.68667e-05,2.68667e-05
277,1732.57,0.63386,0.45299,0.92422,0.66341,0.40516,0.44033,0.27944,1.75717,1.71114,1.47973,2.55513e-05,2.55513e-05,2.55513e-05
278,1738,0.60147,0.44489,0.91575,0.61175,0.40556,0.4406,0.27876,1.75231,1.70268,1.4802,2.42885e-05,2.42885e-05,2.42885e-05
279,1743.36,0.60918,0.45589,0.92704,0.60988,0.40031,0.43974,0.27863,1.75271,1.69326,1.47903,2.30784e-05,2.30784e-05,2.30784e-05
280,1748.74,0.60252,0.4538,0.91862,0.67999,0.40719,0.44386,0.28135,1.74523,1.70286,1.47611,2.19212e-05,2.19212e-05,2.19212e-05
281,1754.24,0.61544,0.45343,0.92128,0.67596,0.40784,0.44736,0.28161,1.74157,1.69875,1.47361,2.08169e-05,2.08169e-05,2.08169e-05
282,1759.7,0.61283,0.44514,0.9204,0.66492,0.41238,0.44826,0.28224,1.74058,1.67021,1.46574,1.97658e-05,1.97658e-05,1.97658e-05
283,1764.89,0.61338,0.44699,0.91861,0.66067,0.41117,0.44905,0.28153,1.74429,1.6756,1.46634,1.87678e-05,1.87678e-05,1.87678e-05
284,1770.2,0.60159,0.4451,0.91598,0.66861,0.41018,0.44783,0.28037,1.74489,1.68632,1.47067,1.78232e-05,1.78232e-05,1.78232e-05
285,1775.46,0.6114,0.44425,0.91956,0.66323,0.40368,0.44426,0.27854,1.74423,1.70592,1.47272,1.6932e-05,1.6932e-05,1.6932e-05
286,1780.84,0.60395,0.43598,0.92473,0.6104,0.40304,0.44155,0.28026,1.74137,1.71096,1.47038,1.60943e-05,1.60943e-05,1.60943e-05
287,1786.36,0.62047,0.4447,0.91985,0.61123,0.40345,0.44112,0.27918,1.73805,1.72027,1.46937,1.53102e-05,1.53102e-05,1.53102e-05
288,1791.64,0.60504,0.43726,0.92063,0.66996,0.40122,0.44168,0.27971,1.73458,1.73285,1.47102,1.45798e-05,1.45798e-05,1.45798e-05
289,1796.89,0.59904,0.4334,0.91304,0.67034,0.39347,0.4427,0.28086,1.73552,1.72872,1.47094,1.39032e-05,1.39032e-05,1.39032e-05
290,1802.24,0.62197,0.4512,0.92222,0.6742,0.39385,0.44333,0.28155,1.73857,1.72281,1.47167,1.32805e-05,1.32805e-05,1.32805e-05
291,1808.65,0.6776,0.48486,0.93325,0.61204,0.40476,0.4399,0.28008,1.76034,1.72353,1.49553,1.27117e-05,1.27117e-05,1.27117e-05
292,1813.97,0.6465,0.43837,0.91482,0.52734,0.40553,0.43685,0.27604,1.78492,1.67906,1.52553,1.21968e-05,1.21968e-05,1.21968e-05
293,1819.46,0.61794,0.43177,0.91089,0.49416,0.40967,0.42999,0.27223,1.77787,1.64406,1.54421,1.1736e-05,1.1736e-05,1.1736e-05
294,1824.82,0.62595,0.42503,0.91278,0.48267,0.41212,0.4298,0.27275,1.78317,1.6199,1.55271,1.13293e-05,1.13293e-05,1.13293e-05
295,1830.12,0.61394,0.40674,0.9038,0.48315,0.41145,0.4032,0.2556,1.77957,1.59748,1.54902,1.09768e-05,1.09768e-05,1.09768e-05
296,1835.42,0.60558,0.39823,0.90593,0.49147,0.41295,0.39467,0.2523,1.77691,1.59612,1.54186,1.06784e-05,1.06784e-05,1.06784e-05
297,1840.69,0.60833,0.3995,0.90148,0.49204,0.41006,0.3938,0.25351,1.77579,1.58998,1.53447,1.04342e-05,1.04342e-05,1.04342e-05
298,1846.08,0.6077,0.40568,0.89221,0.49519,0.40711,0.39317,0.25487,1.77063,1.59196,1.52723,1.02443e-05,1.02443e-05,1.02443e-05
299,1851.52,0.59064,0.39315,0.89619,0.49843,0.40418,0.39419,0.25572,1.76378,1.58759,1.51893,1.01086e-05,1.01086e-05,1.01086e-05
300,1856.76,0.59544,0.40318,0.89708,0.50323,0.40745,0.39574,0.25637,1.76567,1.59078,1.52166,1.00271e-05,1.00271e-05,1.00271e-05
